PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,,,
164,2026-01-15,59:23.2,5,1,"Kipp, Kyle",822339,Right,BOC_EAG,"Solier, Julio",827632,Right,BOC_EAG,Undefined,5,Top,2,0,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.75902,0.655262,-4.733694,1517.727742,273.616625,3:00,5.48245,2.37499,5.93267,-44.22223,0.59244,16.96615,2.40731,-0.61295,71.86864,-7.532517,-1.696681,0.481816,,,,,,,,,,,,-10.18414,0.62331,-2.00551,50,5.51052,8.89015,-115.33814,-0.08724,-13.47446,25.01324,-31.34934,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,d5b62c70-f265-11f0-99a1-27b08f981295,78.2299,,,7.89038,,,,,,,,,
165,2026-01-15,59:44.6,5,2,"Kipp, Kyle",822339,Right,BOC_EAG,"Solier, Julio",827632,Right,BOC_EAG,Undefined,5,Top,2,0,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,78.86684,-0.20225,-2.835143,1381.905026,280.763444,3:15,5.44084,2.25286,5.85105,-45.90286,-0.7113,11.46339,1.42745,0.57161,72.29814,-8.633142,-0.777859,0.483838,,,,,,,,,,,,-6.68485,0.14394,-2.02904,50,5.39763,5.23711,-114.45064,-1.87274,-8.82571,22.0378,-31.98403,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,e2874560-f265-11f0-99a1-27b08f981295,77.90299,,,6.5687,,,,,,,,,
166,2026-01-15,00:07.9,5,3,"Kipp, Kyle",822339,Right,BOC_EAG,"Solier, Julio",827632,Right,BOC_EAG,Undefined,5,Top,2,0,2,ChangeUp,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,81.45594,-0.84924,-3.894585,1434.025656,272.229443,3:00,5.58078,2.21291,5.70911,-42.39081,0.90661,18.27595,1.25511,0.10184,73.54425,-8.654539,-0.627297,0.47359,,,,,,,,,,,,-10.60627,1.19961,-1.89793,50,5.48337,7.29731,-117.8776,-3.16569,-14.63307,26.4707,-30.51898,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,f0620620-f265-11f0-99a1-27b08f981295,79.58876,,,7.91169,,,,,,,,,
167,2026-01-15,03:29.5,1,1,"Spada, Matthew",831965,Left,BOC_EAG,"Larson, Colin",831502,Left,BOC_EAG,Undefined,5,Bottom,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.9593,-2.414212,2.692661,2001.774321,153.414515,11:00,6.53935,-1.42742,5.65761,-16.4469,21.92104,-10.18851,2.91354,0.23647,77.4433,-5.604926,0.87456,0.445816,,,,,,,,,,,,6.05571,12.35005,1.20569,50,6.32467,-5.45479,-125.65713,-5.72821,9.42844,31.68265,-12.94561,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,6868ccd0-f266-11f0-99a1-27b08f981295,84.54709,,,9.51599,,,,,,,,,
168,2026-01-15,03:45.5,1,2,"Spada, Matthew",831965,Left,BOC_EAG,"Larson, Colin",831502,Left,BOC_EAG,Undefined,5,Bottom,0,0,1,Curveball,Curveball,InPlay,Undefined,Popup,Out,1,0,,75.94081,1.160852,2.074351,1863.414188,321.957501,4:45,6.41177,-1.57487,5.28295,-50.12121,0.11374,1.28953,3.32603,0.48148,68.93353,-7.992782,2.303186,0.510123,,,,,,,,,,,,0.01189,0.15831,1.38468,50,6.48096,-4.03482,-110.02346,0.57165,0.01438,22.03134,-31.98268,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,721218e0-f266-11f0-99a1-27b08f981295,73.88899,,,7.00729,,,,,,,,,
169,2026-01-15,04:30.2,2,1,"Spada, Matthew",831965,Left,BOC_EAG,"Mainolfi, Ty",1000275825,Right,BOC_EAG,Undefined,5,Bottom,1,0,0,Curveball,Curveball,InPlay,Undefined,FlyBall,Double,0,0,,74.54048,0.653591,2.056736,1914.533108,8.305447,6:15,6.45931,-1.59101,5.00587,-58.01247,-5.57536,-1.07095,2.24231,0.26202,68.23628,-9.813305,1.867343,0.521184,93.24539,28.321987,-23.679999,4356.134635,95.97712,54.51706,-53.74332,314.31671,286.81613,-39.752267,4.644499,1.1585,-2.4604,1.39439,50,6.47497,-3.83811,-108.04163,-0.76155,1.35671,20.44511,-35.05545,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,8cc06390-f266-11f0-99a1-27b08f981295,72.32084,69.92211,,6.3042,,,,0.72383,2.16465,-0.23544,,,
170,2026-01-15,05:41.9,3,1,"Spada, Matthew",831965,Left,BOC_EAG,"Garcia, Esteban",822341,Left,BOC_EAG,Undefined,5,Bottom,1,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,74.12539,-0.193063,2.134758,1991.015743,328.174239,5:00,6.51327,-1.58338,5.08401,-59.24578,-6.03973,4.90937,1.39402,0.83885,67.71107,-10.878388,3.004765,0.524991,,,,,,,,,,,,-1.7511,-2.41032,1.3772,50,6.44833,-4.19234,-107.38301,-2.36593,-2.0119,21.3755,-34.94331,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,b77a58c0-f266-11f0-99a1-27b08f981295,71.79634,,,6.41432,,,,,,,,,
171,2026-01-15,06:02.0,3,2,"Spada, Matthew",831965,Left,BOC_EAG,"Garcia, Esteban",822341,Left,BOC_EAG,Undefined,5,Bottom,1,1,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,75.59373,-1.210033,2.028319,1981.110765,324.426066,4:45,6.47023,-1.67974,5.0502,-56.71381,-5.13622,5.04563,0.60193,0.65458,68.72557,-11.429237,2.922824,0.516894,,,,,,,,,,,,-1.82406,-1.66595,1.48223,50,6.30964,-4.07187,-109.40834,-4.25846,-2.16011,23.44124,-34.14691,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,c3707b00-f266-11f0-99a1-27b08f981295,72.92095,,,6.86816,,,,,,,,,
172,2026-01-15,06:47.2,3,3,"Spada, Matthew",831965,Left,BOC_EAG,"Garcia, Esteban",822341,Left,BOC_EAG,Undefined,5,Bottom,1,2,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.60259,-3.802113,1.828684,1986.366161,162.135753,11:30,6.59472,-1.57709,5.74922,-14.78434,24.58702,-7.41615,1.81604,-0.49208,76.60789,-6.68754,0.501957,0.451608,,,,,,,,,,,,4.3452,14.18162,1.42952,50,6.26951,-3.62513,-123.66592,-8.55602,6.57835,29.80828,-10.704,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,de4b7b00-f266-11f0-99a1-27b08f981295,83.46275,,,8.9947,,,,,,,,,
173,2026-01-15,07:08.3,3,4,"Spada, Matthew",831965,Left,BOC_EAG,"Garcia, Esteban",822341,Left,BOC_EAG,Undefined,5,Bottom,1,2,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,75.92007,2.080286,1.608462,1982.924698,329.923512,5:00,6.49174,-1.56696,5.26901,-54.55093,-4.37016,3.52374,3.90158,0.238,69.01856,-7.85656,2.233632,0.509847,,,,,,,,,,,,-1.24728,-2.22469,1.41726,50,6.64236,-3.22967,-109.99716,2.13407,-1.51178,21.46311,-34.87051,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,eaede2d0-f266-11f0-99a1-27b08f981295,73.92888,,,6.9015,,,,,,,,,
174,2026-01-15,07:27.3,3,5,"Spada, Matthew",831965,Left,BOC_EAG,"Garcia, Esteban",822341,Left,BOC_EAG,Undefined,5,Bottom,1,3,1,Fastball,Changeup,InPlay,Undefined,FlyBall,Out,1,0,,84.39825,-1.25026,1.94842,2018.481364,155.461605,11:15,6.52459,-1.49858,5.72604,-20.52056,19.4717,-8.23201,3.64923,-0.36918,76.19354,-5.155503,0.47638,0.455155,95.85682,25.09142,2.66223,1274.420216,109.98789,46.56166,-1.62189,335.03765,327.00708,-8.066361,4.106091,4.8261,10.73064,1.34121,50,6.40795,-3.82637,-122.33615,-3.26126,7.21311,27.23625,-16.13601,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,f63611d0-f266-11f0-99a1-27b08f981295,82.8123,59.19129,,8.20471,,,,1.93535,3.76867,0.37222,,,
175,2026-01-15,08:18.5,4,1,"Spada, Matthew",831965,Left,BOC_EAG,"Roossien, Jace",831501,Right,BOC_EAG,Undefined,5,Bottom,2,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,75.43802,0.760987,1.587811,1906.936164,315.046894,4:30,6.41507,-1.68411,5.15618,-55.56684,-4.57193,6.29748,2.50115,0.3357,68.87482,-9.308683,2.704272,0.513966,,,,,,,,,,,,-2.62949,-1.95028,1.53082,50,6.44377,-3.28066,-109.3538,-0.45158,-3.14822,21.30784,-34.50906,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,14cce150-f267-11f0-99a1-27b08f981295,73.33638,,,6.5632,,,,,,,,,
176,2026-01-15,08:35.9,4,2,"Spada, Matthew",831965,Left,BOC_EAG,"Roossien, Jace",831501,Right,BOC_EAG,Undefined,5,Bottom,2,0,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,86.53245,-2.398178,1.887145,2020.748173,163.195864,11:30,6.43122,-1.77054,5.84651,-14.32076,24.06639,-6.8017,3.00676,-0.58305,77.14472,-5.218688,0.668335,0.445928,,,,,,,,,,,,4.13866,13.5652,1.62101,50,6.22796,-3.83793,-125.20074,-5.57231,6.3961,31.48451,-11.20973,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,1f2cd330-f267-11f0-99a1-27b08f981295,84.52593,,,9.38773,,,,,,,,,
177,2026-01-15,09:00.8,4,3,"Spada, Matthew",831965,Left,BOC_EAG,"Roossien, Jace",831501,Right,BOC_EAG,Undefined,5,Bottom,2,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,88.29056,-0.682945,2.025018,1941.874104,176.35737,12:00,6.57787,-1.48607,5.8141,-16.9895,19.47548,-1.15622,4.52663,0.3013,79.51472,-3.949694,1.818041,0.43462,,,,,,,,,,,,1.23012,10.49658,1.32082,50,6.51191,-4.47319,-127.94692,-1.99291,2.01037,29.87694,-15.01984,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,2de74590-f267-11f0-99a1-27b08f981295,86.72512,,,8.77584,,,,,,,,,
178,2026-01-15,09:19.3,4,4,"Spada, Matthew",831965,Left,BOC_EAG,"Roossien, Jace",831501,Right,BOC_EAG,Undefined,5,Bottom,2,1,2,Curveball,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,76.06644,0.398828,1.093966,2022.737687,26.484797,7:00,6.40078,-1.70944,5.19493,-53.60271,-3.8365,-2.71725,2.30912,-0.90672,69.80509,-9.312336,0.611427,0.507737,,,,,,,,,,,,1.67016,-1.49732,1.61013,50,6.39736,-1.9999,-110.36737,-1.07497,2.04953,20.57967,-34.01147,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,38fe0450-f267-11f0-99a1-27b08f981295,74.23616,,,6.26135,,,,,,,,,
179,2026-01-15,12:10.2,1,1,"Kipp, Kyle",822339,Right,BOC_EAG,"Masse, Easton",1000136802,Right,BOC_EAG,Undefined,6,Top,0,0,0,Sinker,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,91.0341,-1.303747,-5.009548,2105.580537,251.782276,2:30,5.6429,2.14437,5.52151,-24.79478,10.0404,26.60639,2.35286,-0.33404,81.98937,-5.925183,-0.284797,0.424796,,,,,,,,,,,,-15.06158,5.84,-1.72608,50,5.51269,10.32845,-131.56832,-3.89106,-26.03908,31.48063,-22.07762,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,9eec1270-f267-11f0-99a1-27b08f981295,88.73067,,,9.04473,,,,,,,,,
180,2026-01-15,12:30.6,1,2,"Kipp, Kyle",822339,Right,BOC_EAG,"Masse, Easton",1000136802,Right,BOC_EAG,Undefined,6,Top,0,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,79.38716,-0.585963,-2.536395,1464.188717,275.06981,3:15,5.47809,2.14958,5.98365,-44.71857,0.23862,15.8908,1.20788,1.12136,71.86675,-8.855702,0.324761,0.482582,,,,,,,,,,,,-9.12394,0.69236,-1.95843,50,5.4069,4.52264,-115.12815,-2.55908,-12.00178,25.34509,-31.26332,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,ab0218c0-f267-11f0-99a1-27b08f981295,78.10581,,,7.52042,,,,,,,,,
181,2026-01-15,12:50.0,1,3,"Kipp, Kyle",822339,Right,BOC_EAG,"Masse, Easton",1000136802,Right,BOC_EAG,Undefined,6,Top,0,1,1,Sweeper,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,77.16906,3.936668,0.4209,1716.604347,70.425528,8:15,5.24121,2.23175,5.36694,-51.16908,-2.22402,-11.35607,4.67422,1.68007,69.11117,-5.462984,-1.595121,0.503531,,,,,,,,,,,,5.75055,-1.79673,-2.26143,50,5.55933,-0.35337,-111.54937,5.93387,7.10475,23.70778,-34.3939,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,b68afa40-f267-11f0-99a1-27b08f981295,74.85632,,,8.05789,,,,,,,,,
182,2026-01-15,13:08.8,1,4,"Kipp, Kyle",822339,Right,BOC_EAG,"Masse, Easton",1000136802,Right,BOC_EAG,Undefined,6,Top,0,2,1,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.74024,-2.474586,-6.414258,2048.146858,249.981772,2:15,5.65236,2.07611,5.843,-25.25135,9.08508,21.86627,1.23244,-2.0877,83.00007,-7.157831,-2.523525,0.421744,,,,,,,,,,,,-12.67237,5.67662,-1.56338,50,5.43494,13.72253,-130.94341,-6.57225,-22.0728,26.81778,-22.2865,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,c1b65270-f267-11f0-99a1-27b08f981295,89.37277,,,7.74016,,,,,,,,,
183,2026-01-15,13:28.0,1,5,"Kipp, Kyle",822339,Right,BOC_EAG,"Masse, Easton",1000136802,Right,BOC_EAG,Undefined,6,Top,0,3,1,Sinker,Sinker,BallCalled,Walk,Undefined,Undefined,0,0,,90.07117,-0.202184,-3.192856,2067.750657,245.328509,2:15,5.66137,2.13184,5.96749,-24.07986,10.52634,20.36351,3.46697,0.86545,81.69542,-4.725317,0.462572,0.423397,,,,,,,,,,,,-11.29847,5.81303,-1.88939,50,5.63204,6.39718,-130.62554,-1.25223,-19.38852,29.2674,-22.19869,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,cd2fcaa0-f267-11f0-99a1-27b08f981295,89.02377,,,8.37575,,,,,,,,,
184,2026-01-15,14:40.6,2,1,"Kipp, Kyle",822339,Right,BOC_EAG,"DeShazo, Owen",703506,Right,BOC_EAG,Undefined,6,Top,0,0,0,Sinker,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.26179,-1.237201,-3.491354,2196.784859,249.095086,2:15,5.69713,2.30942,5.77595,-23.3832,9.81977,22.78151,2.59499,0.95514,83.8687,-5.602687,0.583721,0.414725,,,,,,,,,,,,-12.54768,5.70256,-2.03433,50,5.58079,7.12485,-133.73556,-3.71108,-22.60611,30.24585,-21.90024,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,f86642d0-f267-11f0-99a1-27b08f981295,90.88545,,,8.39308,,,,,,,,,
185,2026-01-15,15:00.1,2,2,"Kipp, Kyle",822339,Right,BOC_EAG,"DeShazo, Owen",703506,Right,BOC_EAG,Undefined,6,Top,0,0,1,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,79.13369,-0.040975,-4.301025,1477.577599,231.029479,1:45,5.53558,2.36328,5.85395,-31.36006,14.27446,15.52662,2.88407,-0.34661,71.12134,-5.937126,-1.526238,0.486204,65.30512,15.652039,171.056116,2486.861163,,,,105.22741,43.64507,174.973156,1.311173,-9.19154,7.80402,-2.02175,50,5.51435,7.98179,-114.4068,-0.99496,-11.97958,24.3847,-22.00288,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,041e71b0-f268-11f0-99a1-27b08f981295,77.52399,10.28928,,8.01235,,,,2.4551,2.95764,0.33936,,,
186,2026-01-15,15:23.8,2,3,"Kipp, Kyle",822339,Right,BOC_EAG,"DeShazo, Owen",703506,Right,BOC_EAG,Undefined,6,Top,0,0,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.47727,-0.428619,-5.110238,1570.639483,258.563501,2:30,5.58322,2.17713,5.69722,-39.61514,4.71736,15.32942,1.88094,-1.32019,72.76858,-7.739048,-2.381028,0.479217,,,,,,,,,,,,-9.35398,3.04229,-1.75651,50,5.52283,9.7817,-116.28077,-2.1685,-12.62787,24.65229,-28.06698,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,125709e0-f268-11f0-99a1-27b08f981295,78.65415,,,7.70869,,,,,,,,,
187,2026-01-15,15:46.9,2,4,"Kipp, Kyle",822339,Right,BOC_EAG,"DeShazo, Owen",703506,Right,BOC_EAG,Undefined,6,Top,0,1,2,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.91659,-0.918134,-5.236047,2124.558003,227.709215,1:30,5.76251,2.17976,5.57271,-20.0669,14.57032,14.7143,3.22902,-1.49844,82.40893,-4.687611,-2.626913,0.423587,,,,,,,,,,,,-8.89229,7.96583,-1.73718,50,5.67017,11.3606,-131.38703,-2.78174,-15.4697,29.07746,-18.3161,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,1ff36210-f268-11f0-99a1-27b08f981295,88.98389,,,8.50766,,,,,,,,,
188,2026-01-15,16:10.3,2,5,"Kipp, Kyle",822339,Right,BOC_EAG,"DeShazo, Owen",703506,Right,BOC_EAG,Undefined,6,Top,0,2,2,Sinker,Sinker,InPlay,Undefined,GroundBall,Out,2,0,,91.37469,-1.316416,-3.745233,2071.649934,240.338141,2:00,5.74684,2.26105,5.65048,-21.87863,12.16583,19.33678,2.69297,0.37431,83.00076,-5.40962,-0.297333,0.419947,105.41121,-14.914394,-4.721824,,,,,11.03535,10.62366,-6.150542,0.066655,-10.95599,6.89756,-1.95597,50,5.62128,7.80941,-132.38274,-3.8004,-19.33083,29.77734,-20.00392,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,2dfd2210-f268-11f0-99a1-27b08f981295,89.7552,2.65636,,8.37393,,,,1.03241,2.65636,-0.36136,,,
189,2026-01-15,16:52.8,3,1,"Kipp, Kyle",822339,Right,BOC_EAG,"Surowiec, Danny",831970,Left,BOC_EAG,Undefined,6,Top,2,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.05713,1.688426,-3.267722,1559.583865,252.43163,2:30,5.65847,1.99092,5.97158,-38.15203,5.85985,13.68241,4.04746,0.09836,72.40249,-5.420171,-0.813504,0.477481,,,,,,,,,,,,-7.97185,2.96508,-1.7393,50,5.77152,6.09163,-115.98456,2.24529,-10.74374,23.84659,-28.17798,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,4741caa0-f268-11f0-99a1-27b08f981295,78.94014,,,7.65464,,,,,,,,,
190,2026-01-15,17:11.5,3,2,"Kipp, Kyle",822339,Right,BOC_EAG,"Surowiec, Danny",831970,Left,BOC_EAG,Undefined,6,Top,2,1,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,91.37233,-1.527665,-4.641787,2077.958962,240.940335,2:00,5.68148,2.02904,5.70207,-22.03741,12.04694,19.56883,2.41654,-0.67489,82.8985,-5.65316,-1.154938,0.420193,,,,,,,,,,,,-11.25701,6.91382,-1.65114,50,5.53937,9.84914,-132.19559,-4.28819,-19.80414,29.71568,-20.01076,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,527698b0-f268-11f0-99a1-27b08f981295,89.7027,,,8.47383,,,,,,,,,
191,2026-01-15,17:26.1,3,3,"Kipp, Kyle",822339,Right,BOC_EAG,"Surowiec, Danny",831970,Left,BOC_EAG,Undefined,6,Top,2,2,0,Sinker,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.51549,-2.222671,-4.290561,2171.816619,243.122102,2:00,5.60652,2.05654,5.70207,-22.31167,10.74008,19.06753,1.66929,-0.3599,84.51988,-6.373885,-0.889677,0.413779,,,,,,,,,,,,-10.8504,6.4013,-1.70802,50,5.40573,9.1869,-133.94939,-5.99848,-19.71501,28.91397,-20.54301,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,5b076fe0-f268-11f0-99a1-27b08f981295,91.09313,,,7.99562,,,,,,,,,
192,2026-01-15,17:43.8,3,4,"Kipp, Kyle",822339,Right,BOC_EAG,"Surowiec, Danny",831970,Left,BOC_EAG,Undefined,6,Top,2,2,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,78.48504,0.335393,-3.844023,1565.182527,271.971922,3:00,5.49001,2.11778,5.92815,-44.79912,1.05921,15.45859,2.06865,-0.16603,71.34662,-7.939885,-1.071468,0.487394,,,,,,,,,,,,-9.05434,0.95799,-1.81863,50,5.49195,7.05383,-113.71298,-0.73876,-11.73064,22.89998,-30.9329,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,65a702d0-f268-11f0-99a1-27b08f981295,77.33458,,,7.13842,,,,,,,,,
193,2026-01-15,18:01.2,3,5,"Kipp, Kyle",822339,Right,BOC_EAG,"Surowiec, Danny",831970,Left,BOC_EAG,Undefined,6,Top,2,2,2,ChangeUp,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,79.72316,-0.633513,-3.375893,1513.952894,265.185192,2:45,5.589,1.97947,5.87544,-41.70073,2.98914,16.32954,1.52451,0.20122,72.25548,-8.342903,-0.445962,0.481145,,,,,,,,,,,,-9.43918,2.2063,-1.71578,50,5.51379,6.18934,-115.50476,-2.59813,-12.55592,24.60165,-29.23922,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,70268aa0-f268-11f0-99a1-27b08f981295,78.33903,,,7.46768,,,,,,,,,
194,2026-01-15,21:16.7,1,1,"Kwiatkowski, John",831964,Left,BOC_EAG,"Wolff, Kyle",813479,Right,BOC_EAG,Undefined,6,Bottom,0,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.02836,0.104555,2.189147,2109.406099,248.93289,2:15,5.5772,-3.19927,5.84848,-42.23853,3.42512,4.52965,2.15456,-0.78657,71.35451,-7.718438,3.001317,0.486359,,,,,,,,,,,,-1.55335,2.28099,3.01871,50,5.56176,-4.55506,-114.49657,-1.13084,-2.02221,24.9437,-29.20453,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,e4aaba40-f268-11f0-99a1-27b08f981295,77.49926,,,7.67385,,,,,,,,,
195,2026-01-15,21:34.1,1,2,"Kwiatkowski, John",831964,Left,BOC_EAG,"Wolff, Kyle",813479,Right,BOC_EAG,Undefined,6,Bottom,0,0,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,80.08262,-1.178199,1.932439,2204.443808,265.062575,2:45,5.67532,-2.94352,5.5392,-42.63813,2.09354,6.14134,1.02018,-0.62493,72.94114,-8.97894,3.028759,0.48137,,,,,,,,,,,,-2.47732,1.92835,2.77183,50,5.54519,-4.16283,-116.0585,-3.82642,-3.33366,24.43406,-29.5791,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,eefb42d0-f268-11f0-99a1-27b08f981295,78.30245,,,7.14148,,,,,,,,,
196,2026-01-15,21:52.7,1,3,"Kwiatkowski, John",831964,Left,BOC_EAG,"Wolff, Kyle",813479,Right,BOC_EAG,Undefined,6,Bottom,0,1,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,78.05623,-1.335685,1.734321,2169.003245,293.099316,3:45,5.61898,-3.04555,5.69456,-48.9114,-1.68571,8.09146,0.29749,-0.75451,70.73192,-10.288334,3.184717,0.494607,,,,,,,,,,,,-3.50158,0.14508,2.89479,50,5.47671,-3.73504,-113.07524,-4.22636,-4.42698,25.13666,-31.99063,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,fa26c210-f268-11f0-99a1-27b08f981295,76.2068,,,7.32431,,,,,,,,,
197,2026-01-15,22:19.4,1,4,"Kwiatkowski, John",831964,Left,BOC_EAG,"Wolff, Kyle",813479,Right,BOC_EAG,Undefined,6,Bottom,0,2,1,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.28902,-0.925025,2.352969,2158.850491,124.892809,10:15,5.82037,-2.95227,5.9758,-28.34316,8.29595,-10.20249,2.60013,-1.62002,79.77494,-6.202062,0.5191,0.435656,,,,,,,,,,,,5.86548,4.89965,2.77149,50,5.73159,-4.77926,-126.6935,-2.98113,9.51521,26.34612,-24.22565,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,09dece50-f269-11f0-99a1-27b08f981295,86.51874,,,7.51408,,,,,,,,,
