PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,,,
64,2026-01-15,56:02.6,4,4,"Mudd, Tyler",809052,Left,BOC_EAG,"Gallo, Luke",10126155,Right,BOC_EAG,Undefined,2,Bottom,2,2,1,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,76.31716,0.757335,1.658664,2444.797986,305.237649,4:15,5.26034,-1.84966,5.28724,-51.99334,-2.69701,6.07225,1.63907,0.21433,69.98008,-8.687443,2.737347,0.505334,,,,,,,,,,,,-2.55697,-1.10543,1.69391,50,5.29125,-3.44165,-110.7203,-0.28939,-3.1569,20.76969,-33.53885,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,fc5e0ae0-f25c-11f0-99a1-27b08f981295,74.58915,,,6.33708,,,,,,,,,
65,2026-01-15,56:24.0,4,5,"Mudd, Tyler",809052,Left,BOC_EAG,"Gallo, Luke",10126155,Right,BOC_EAG,Undefined,2,Bottom,2,2,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,85.71963,-4.051102,1.368915,2205.495963,160.802521,11:15,5.89337,-0.81113,5.82662,-18.43403,20.31422,-6.57933,0.58387,-0.0866,77.64267,-7.552711,0.189163,0.44802,,,,,,,,,,,,3.81079,12.08965,0.7033,50,5.55126,-2.69678,-124.04025,-9.3022,5.85821,27.89099,-13.589,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,091f9370-f25d-11f0-99a1-27b08f981295,84.13116,,,8.07696,,,,,,,,,
66,2026-01-15,56:47.0,4,6,"Mudd, Tyler",809052,Left,BOC_EAG,"Gallo, Luke",10126155,Right,BOC_EAG,Undefined,2,Bottom,2,3,2,Slider,Curveball,InPlay,Undefined,LineDrive,Single,0,1,,75.53846,1.259797,0.342547,2147.116006,296.801241,4:00,5.31077,-1.89889,5.32479,-52.02778,-1.65941,6.61213,2.1575,-1.02644,68.95576,-8.227578,1.518405,0.510799,86.20813,10.364248,-0.841349,1738.956513,109.96808,13.55346,2.64481,210.45243,210.15667,2.843041,2.123167,-3.22532,-0.76051,1.86289,50,5.38704,-0.90702,-109.58982,0.69423,-3.88852,20.92946,-33.09093,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,16d232c0-f25d-11f0-99a1-27b08f981295,73.79109,13.55354,,6.5827,,,,1.68914,2.18951,1.02264,,,
67,2026-01-15,57:28.6,5,1,"Mudd, Tyler",809052,Left,BOC_EAG,"Malaret, Gabriel",10279876,Right,BOC_EAG,Undefined,2,Bottom,2,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,76.16024,0.195145,1.683394,2329.033714,262.64362,2:45,5.27946,-1.96914,5.355,-47.43668,2.43921,5.1078,1.5095,0.03573,69.12619,-8.484361,2.591694,0.508296,,,,,,,,,,,,-2.0091,1.70984,1.81402,50,5.26362,-3.44319,-110.34919,-1.18312,-2.43926,22.44995,-30.09814,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,2f937a80-f25d-11f0-99a1-27b08f981295,74.15451,,,7.03406,,,,,,,,,
68,2026-01-15,57:45.2,5,2,"Mudd, Tyler",809052,Left,BOC_EAG,"Malaret, Gabriel",10279876,Right,BOC_EAG,Undefined,2,Bottom,2,1,0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,83.92809,-2.086703,0.729591,2137.293819,171.277218,11:45,5.91901,-0.88483,5.94744,-17.45836,22.50493,-3.23744,2.5277,-0.47788,76.07141,-5.445717,0.147922,0.45499,83.81873,46.486788,-0.56522,4368.837168,109.45358,102.89681,10.95023,238.67647,227.8839,9.824535,5.466103,1.8941,12.62261,0.82863,50,5.7433,-1.42347,-121.74787,-4.88294,2.81303,26.24991,-13.42761,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,3979cf90-f25d-11f0-99a1-27b08f981295,82.8423,110.8945,,7.85669,,,,1.41786,3.36497,0.66644,,,
69,2026-01-15,01:32.5,1,1,"Mitchell, John",815503,Right,BOC_EAG,"Wang, Nick",813482,Right,BOC_EAG,Undefined,3,Top,0,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.19656,0.428168,-1.853076,2593.129655,123.840687,10:15,5.25317,2.05967,5.90441,-33.7773,3.08335,-2.82858,2.83606,0.10322,79.56431,-5.82473,-2.360675,0.436971,,,,,,,,,,,,0.90075,1.85083,-1.90922,50,5.26856,4.2145,-126.57744,-0.22223,1.4554,26.82003,-29.18354,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,c0e4b620-f25d-11f0-99a1-27b08f981295,86.25838,,,7.63225,,,,,,,,,
70,2026-01-15,01:48.8,1,2,"Mitchell, John",815503,Right,BOC_EAG,"Wang, Nick",813482,Right,BOC_EAG,Undefined,3,Top,0,0,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.64431,-1.537428,-2.503112,2373.084482,202.096374,12:45,5.87954,1.27186,6.55419,-14.663,17.77422,6.80075,3.24625,-0.45802,83.78081,-4.371686,-1.268796,0.409914,,,,,,,,,,,,-4.23414,10.04308,-1.10156,50,5.76661,5.54409,-133.11489,-3.93454,-7.6025,28.38905,-14.14142,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,caaef7b0-f25d-11f0-99a1-27b08f981295,91.95197,,,7.8635,,,,,,,,,
71,2026-01-15,02:06.2,1,3,"Mitchell, John",815503,Right,BOC_EAG,"Wang, Nick",813482,Right,BOC_EAG,Undefined,3,Top,0,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.73334,-0.888029,-1.191895,2427.99836,201.273265,12:45,5.88298,1.51044,6.60549,-12.78335,18.52938,6.78237,4.00401,0.98368,84.50559,-3.407517,0.041653,0.402746,,,,,,,,,,,,-3.89851,10.2954,-1.43152,50,5.81655,2.54451,-136.10261,-2.38447,-7.21283,33.67431,-13.12602,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,d4ffa750-f25d-11f0-99a1-27b08f981295,93.5885,,,9.22775,,,,,,,,,
72,2026-01-15,02:22.9,1,4,"Mitchell, John",815503,Right,BOC_EAG,"Wang, Nick",813482,Right,BOC_EAG,Undefined,3,Top,0,1,2,Curveball,Slider,InPlay,Undefined,LineDrive,Double,0,0,,83.84644,-0.836779,-1.934155,2717.423884,48.908668,7:45,6.01006,1.08966,5.66097,-40.97955,-0.72284,-2.31587,1.81429,-0.90763,76.85953,-8.332046,-2.348484,0.456657,68.62501,15.926353,-6.474071,1529.094548,108.93014,15.72959,-15.30191,176.59166,174.6321,-9.421003,2.216196,0.61732,0.21693,-0.9245,50,5.91311,4.2025,-121.69984,-3.20045,0.92089,25.07562,-31.85045,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,df110400-f25d-11f0-99a1-27b08f981295,82.53986,16.32776,,6.98691,,,,1.35211,1.77173,0.91684,,,
73,2026-01-15,03:37.5,2,1,"Mitchell, John",815503,Right,BOC_EAG,"Toomey, Jack",809057,Right,BOC_EAG,Undefined,3,Top,0,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,86.34994,-0.925202,-3.573011,2641.937362,209.889049,1:00,5.35715,2.05598,5.52403,-33.32577,5.15457,2.19969,1.71327,-1.10545,78.44448,-7.054219,-3.181798,0.446469,,,,,,,,,,,,-2.20736,3.28921,-1.74637,50,5.2545,7.71051,-125.00591,-3.21136,-3.45745,27.57824,-27.02199,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,0b83a5b0-f25e-11f0-99a1-27b08f981295,84.4235,,,7.90546,,,,,,,,,
74,2026-01-15,03:54.5,2,2,"Mitchell, John",815503,Right,BOC_EAG,"Toomey, Jack",809057,Right,BOC_EAG,Undefined,3,Top,0,1,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,87.5565,-1.911865,-4.017278,2801.756503,159.973805,11:15,5.33189,2.02848,5.61467,-29.84057,6.77996,-2.09673,1.05575,-1.90179,81.24338,-7.360814,-4.390327,0.435546,,,,,,,,,,,,0.07319,4.24256,-1.68357,50,5.1489,9.00284,-126.93004,-5.30699,0.12076,23.2682,-25.17547,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,15a26fe0-f25e-11f0-99a1-27b08f981295,86.54073,,,6.31312,,,,,,,,,
75,2026-01-15,04:13.6,2,3,"Mitchell, John",815503,Right,BOC_EAG,"Toomey, Jack",809057,Right,BOC_EAG,Undefined,3,Top,0,2,0,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Single,0,0,,91.49941,-1.581362,-2.727924,2376.575338,222.293511,1:30,5.92637,1.25056,6.26149,-18.63462,14.65394,12.26701,2.9134,-0.24431,82.77285,-5.140679,-0.513165,0.415259,106.47325,6.252293,11.480319,1595.844096,106.49106,4.44559,27.55831,143.76398,140.41842,15.384876,1.077386,-7.22933,8.44418,-1.05414,50,5.79992,5.8159,-132.71182,-4.20919,-12.74283,31.49096,-17.28988,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,20fcc750-f25e-11f0-99a1-27b08f981295,90.76852,6.39313,,8.72656,,,,0.61202,2.65897,0.33574,,,
76,2026-01-15,05:12.8,3,1,"Mitchell, John",815503,Right,BOC_EAG,"Gonzalez, Cesar",831498,Right,BOC_EAG,Undefined,3,Top,0,0,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,91.91738,-1.553103,-2.143677,2345.944657,197.397594,12:30,5.88688,1.28435,6.48183,-12.71544,20.09269,5.92351,3.39988,-0.19123,82.77768,-4.063226,-1.069763,0.412251,,,,,,,,,,,,-3.76091,11.31575,-1.13594,50,5.77157,4.7432,-133.33123,-3.8853,-6.66814,32.69609,-12.11106,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,44349630-f25e-11f0-99a1-27b08f981295,91.43073,,,9.13971,,,,,,,,,
77,2026-01-15,05:34.1,3,2,"Mitchell, John",815503,Right,BOC_EAG,"Gonzalez, Cesar",831498,Right,BOC_EAG,Undefined,3,Top,0,0,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.54568,-2.45683,-2.675869,2341.372236,198.956743,12:45,5.8938,1.25232,6.18676,-11.9182,21.75938,7.03229,2.62828,-0.63417,82.05633,-4.821094,-1.408857,0.417678,,,,,,,,,,,,-4.48603,12.37717,-1.05362,50,5.70186,5.88458,-132.52151,-5.93279,-7.82289,33.44244,-10.59024,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,50e66750-f25e-11f0-99a1-27b08f981295,90.24275,,,9.48935,,,,,,,,,
78,2026-01-15,05:56.6,3,3,"Mitchell, John",815503,Right,BOC_EAG,"Gonzalez, Cesar",831498,Right,BOC_EAG,Undefined,3,Top,0,0,2,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,2,1,,92.00795,-1.76344,-2.369638,2369.511831,223.363989,1:30,5.83715,1.10643,6.52117,-16.5617,16.03052,14.05591,2.83716,0.10239,83.20174,-4.961777,0.181683,0.410893,,,,,,,,,,,,-8.14965,9.30666,-0.9473,50,5.70706,4.96759,-133.54405,-4.55225,-14.53091,32.1578,-15.58021,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,5e732f20-f25e-11f0-99a1-27b08f981295,91.73301,,,8.8062,,,,,,,,,
79,2026-01-15,06:37.2,4,1,"Mitchell, John",815503,Right,BOC_EAG,"Martinez, Sean",836306,Right,BOC_EAG,Undefined,3,Top,2,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.66151,-1.5073,-2.110331,2381.876214,218.132697,1:15,5.93784,1.09676,6.69963,-15.64084,16.19217,11.85048,3.25494,0.15378,83.93918,-4.542483,0.048203,0.406079,,,,,,,,,,,,-6.83658,9.30375,-0.96021,50,5.83095,4.47511,-134.5504,-3.92559,-12.41148,31.83258,-15.28357,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,767593b0-f25e-11f0-99a1-27b08f981295,92.82054,,,8.72233,,,,,,,,,
80,2026-01-15,06:54.1,4,2,"Mitchell, John",815503,Right,BOC_EAG,"Martinez, Sean",836306,Right,BOC_EAG,Undefined,3,Top,2,0,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.69863,-0.735941,-3.023205,2645.938523,201.260176,12:45,5.29933,1.8671,5.76124,-30.65821,6.9076,2.10634,2.05851,-0.77386,78.26824,-6.457688,-2.646656,0.441131,,,,,,,,,,,,-2.14914,4.23004,-1.61774,50,5.22022,6.60525,-126.82458,-2.68371,-3.40382,32.60158,-25.47451,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,80c076f0-f25e-11f0-99a1-27b08f981295,85.44496,,,9.4304,,,,,,,,,
81,2026-01-15,07:11.4,4,3,"Mitchell, John",815503,Right,BOC_EAG,"Martinez, Sean",836306,Right,BOC_EAG,Undefined,3,Top,2,0,2,Curveball,Slider,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,83.86511,-0.300489,-1.37113,2789.438781,68.12801,8:15,6.18103,1.01052,5.61027,-41.91668,-0.94358,-6.16457,2.40742,-0.78324,75.57329,-8.007735,-2.473146,0.460703,,,,,,,,,,,,2.62433,0.13626,-0.88941,50,6.12892,3.17102,-121.50368,-2.12663,3.8374,28.65877,-31.97481,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,8af1dec0-f25e-11f0-99a1-27b08f981295,81.81511,,,8.29182,,,,,,,,,
82,2026-01-15,11:26.8,1,1,"Burnham, Jacob",831497,Left,BOC_EAG,"Hendrickson, Carter",830138,Right,BOC_EAG,Undefined,3,Bottom,0,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,78.02458,1.5285,2.022621,1273.407091,101.015722,9:15,5.65407,-2.2347,6.17578,-41.02829,4.70673,-16.31225,3.64787,-1.72534,70.93473,-6.125348,-0.920207,0.486739,,,,,,,,,,,,8.98146,2.46906,2.08947,50,5.74928,-3.40202,-113.25106,1.81782,11.57145,22.22562,-28.99297,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,233a65d0-f25f-11f0-99a1-27b08f981295,77.43874,,,7.08985,,,,,,,,,
83,2026-01-15,11:42.1,1,2,"Burnham, Jacob",831497,Left,BOC_EAG,"Hendrickson, Carter",830138,Right,BOC_EAG,Undefined,3,Bottom,0,1,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,79.89753,1.158016,2.012841,1351.666979,115.134718,9:45,5.7061,-2.19736,6.15101,-34.12852,9.73178,-17.46371,3.93282,-1.79213,72.20594,-5.256743,-1.135374,0.476658,,,,,,,,,,,,9.54119,5.1437,2.0524,50,5.77704,-3.40364,-115.89957,1.35071,12.8148,24.20256,-25.26552,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,2c430510-f25f-11f0-99a1-27b08f981295,79.07642,,,7.69159,,,,,,,,,
84,2026-01-15,12:00.1,1,3,"Burnham, Jacob",831497,Left,BOC_EAG,"Hendrickson, Carter",830138,Right,BOC_EAG,Undefined,3,Bottom,0,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,86.07336,-0.189062,2.74198,1995.464344,151.71801,11:00,5.91928,-2.05156,6.111,-22.18726,15.38694,-7.61489,3.89532,-0.14882,78.31795,-4.393236,1.371863,0.44118,,,,,,,,,,,,4.69433,8.35497,1.8448,50,5.89309,-5.6726,-124.89092,-1.05278,7.3857,26.06081,-19.02897,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,3700f570-f25f-11f0-99a1-27b08f981295,85.43542,,,7.75542,,,,,,,,,
85,2026-01-15,12:16.9,1,4,"Burnham, Jacob",831497,Left,BOC_EAG,"Hendrickson, Carter",830138,Right,BOC_EAG,Undefined,3,Bottom,0,3,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.9014,-0.525601,2.271359,2006.484056,155.646177,11:15,5.85967,-2.09837,6.36674,-22.80363,14.49631,-6.01347,3.47532,-0.50832,78.30959,-4.854702,1.18333,0.439568,,,,,,,,,,,,3.7565,8.0643,1.93664,50,5.8109,-4.71119,-124.73645,-1.77851,5.90022,25.81292,-19.50767,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,41030fe0-f25f-11f0-99a1-27b08f981295,85.74891,,,7.59181,,,,,,,,,
86,2026-01-15,12:31.9,1,5,"Burnham, Jacob",831497,Left,BOC_EAG,"Hendrickson, Carter",830138,Right,BOC_EAG,Undefined,3,Bottom,0,3,1,Fastball,Cutter,InPlay,Undefined,GroundBall,Single,0,0,,85.03536,-1.456311,3.49818,1943.805302,156.446868,11:15,5.77172,-2.14114,6.43818,-25.03332,13.17816,-5.1789,2.34456,0.64591,77.35384,-6.19281,2.561343,0.444906,82.6583,-0.758914,-29.026339,2339.159624,,,,38.6342,37.51404,-29.437427,0.315384,3.77095,7.71552,1.89466,50,5.6568,-7.34559,-123.31326,-3.83558,5.75835,26.41687,-20.39222,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,4a0c4b60-f25f-11f0-99a1-27b08f981295,84.71999,2.62142,,7.68152,,,,1.65492,2.62142,-0.87165,,,
87,2026-01-15,13:20.7,2,1,"Burnham, Jacob",831497,Left,BOC_EAG,"Larson, Colin",831502,Left,BOC_EAG,Undefined,3,Bottom,0,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,84.63333,1.467804,2.552244,1910.293827,151.61621,11:00,5.86699,-2.02226,6.09315,-24.85801,13.96331,-6.87906,5.1548,-0.23322,77.05115,-3.224227,1.315211,0.448442,,,,,,,,,,,,4.2291,7.15134,1.82888,50,5.96704,-5.196,-122.79168,2.42119,6.44846,24.61093,-21.2698,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,6702d860-f25f-11f0-99a1-27b08f981295,84.05192,,,7.58218,,,,,,,,,
88,2026-01-15,13:59.4,2,2,"Burnham, Jacob",831497,Left,BOC_EAG,"Larson, Colin",831502,Left,BOC_EAG,Undefined,3,Bottom,0,1,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,73.31339,3.137564,1.912693,2304.591803,295.498307,3:45,5.68592,-2.15333,5.32657,-59.06295,-5.38744,14.99942,3.71272,0.89205,66.83157,-7.616424,4.571555,0.527302,,,,,,,,,,,,-6.86465,-3.02886,1.96942,50,5.9279,-4.11971,-106.18312,3.89169,-7.7669,19.70783,-35.60099,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,7e1f70d0-f25f-11f0-99a1-27b08f981295,71.48167,,,6.48181,,,,,,,,,
89,2026-01-15,14:17.9,2,3,"Burnham, Jacob",831497,Left,BOC_EAG,"Larson, Colin",831502,Left,BOC_EAG,Undefined,3,Bottom,0,2,0,Fastball,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,84.3292,-0.56702,2.012343,1970.140801,149.399366,11:00,5.89797,-2.14245,6.13579,-28.17698,11.0017,-5.72874,3.0255,-0.75924,76.71763,-5.856699,0.979648,0.450502,60.50242,37.141431,-167.602647,3844.495435,-108.56101,30.93282,-17.73392,160.44154,45.50136,-172.32099,2.671285,3.57992,6.24059,1.99185,50,5.84014,-4.08227,-122.42586,-2.05864,5.39066,25.93959,-22.777,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,8937dd40-f25f-11f0-99a1-27b08f981295,83.66769,35.02405,,7.61157,,,,1.14721,3.05477,0.75228,,,
90,2026-01-15,15:27.6,2,4,"Burnham, Jacob",831497,Left,BOC_EAG,"Larson, Colin",831502,Left,BOC_EAG,Undefined,3,Bottom,0,2,1,Fastball,Cutter,InPlay,Undefined,FlyBall,Double,0,0,,85.11654,-1.635239,2.264532,1971.528268,159.909594,11:15,5.88232,-1.99917,6.00091,-26.57891,11.16552,-3.72579,2.15065,-0.2103,79.43753,-6.550215,1.594661,0.442179,97.89528,19.1317,14.813514,1648.840023,106.39013,35.39506,27.94852,322.91243,322.63724,14.108379,3.749725,2.44457,6.43044,1.82312,50,5.73872,-4.75439,-123.79313,-4.37398,3.86537,20.32168,-22.00623,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,b2c86da0-f25f-11f0-99a1-27b08f981295,85.24254,45.42161,,5.67902,,,,1.83171,2.25582,0.23984,,,
91,2026-01-15,16:32.9,3,1,"Burnham, Jacob",831497,Left,BOC_EAG,"Mainolfi, Ty",1000275825,Right,BOC_EAG,Undefined,3,Bottom,0,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,74.40137,3.7391,0.027014,2389.961778,303.603242,4:00,5.69245,-2.28741,5.22567,-58.09779,-6.47225,12.02406,4.37112,-1.26001,68.43348,-6.796608,2.157315,0.517135,,,,,,,,,,,,-5.96071,-3.69205,2.27568,50,5.99396,-0.51622,-107.90091,5.09135,-7.06284,17.88577,-36.54874,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,d9a99570-f25f-11f0-99a1-27b08f981295,72.88708,,,5.96788,,,,,,,,,
92,2026-01-15,16:51.3,3,2,"Burnham, Jacob",831497,Left,BOC_EAG,"Mainolfi, Ty",1000275825,Right,BOC_EAG,Undefined,3,Bottom,0,1,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,76.62054,0.394493,2.63192,2441.809915,300.899569,4:00,5.63465,-2.41855,5.59179,-52.60152,-4.90307,10.35741,1.61993,0.90376,71.45404,-9.139491,4.47983,0.497077,,,,,,,,,,,,-4.61567,-2.22047,2.18567,50,5.63385,-5.49757,-111.35082,-0.94168,-5.84835,18.27423,-34.98753,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,e4b7a1a0-f25f-11f0-99a1-27b08f981295,75.8282,,,5.1665,,,,,,,,,
93,2026-01-15,17:11.2,3,3,"Burnham, Jacob",831497,Left,BOC_EAG,"Mainolfi, Ty",1000275825,Right,BOC_EAG,Undefined,3,Bottom,0,2,0,Slider,Curveball,InPlay,Undefined,GroundBall,Single,0,2,,73.56029,1.890703,1.30521,2296.652403,298.703908,4:00,5.61594,-2.42903,5.44455,-57.01227,-5.37418,12.1891,2.63626,-0.19101,68.87861,-8.428206,3.475373,0.517198,106.02071,0.178356,17.09464,1753.028854,,,,47.41393,44.87487,17.723909,0.311406,-5.90189,-2.82815,2.30482,50,5.74284,-2.86886,-107.00496,1.72244,-6.9575,15.56544,-35.50803,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,f082bc40-f25f-11f0-99a1-27b08f981295,72.87819,2.6938,,4.68167,,,,1.82217,2.69224,0.1983,,,
94,2026-01-15,18:01.8,4,1,"Burnham, Jacob",831497,Left,BOC_EAG,"Garcia, Esteban",822341,Left,BOC_EAG,Undefined,3,Bottom,0,0,0,Fastball,Cutter,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,86.37735,-0.843275,2.756661,1934.195348,165.61738,11:30,5.9198,-2.07615,6.01945,-25.22092,12.07036,-2.7948,3.03601,0.24628,79.08756,-5.5628,2.254596,0.439517,,,,,,,,,,,,2.20539,6.8028,1.86162,50,5.83993,-5.92516,-125.376,-2.63156,3.5109,25.31258,-21.34426,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,0eb3c510-f260-11f0-99a1-27b08f981295,85.75886,,,7.28979,,,,,,,,,
95,2026-01-15,18:44.2,4,2,"Burnham, Jacob",831497,Left,BOC_EAG,"Garcia, Esteban",822341,Left,BOC_EAG,Undefined,3,Bottom,0,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,85.89669,1.740749,2.662463,1996.995719,150.377311,11:00,5.94,-2.10166,5.93834,-24.50135,13.48965,-6.97437,5.51531,-0.2112,78.02625,-2.873633,1.412186,0.443621,,,,,,,,,,,,4.30575,6.77563,1.89299,50,6.06521,-5.50156,-124.55115,3.03917,6.74336,25.71926,-21.56256,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,27d94ce0-f260-11f0-99a1-27b08f981295,84.96548,,,7.87044,,,,,,,,,
96,2026-01-15,19:03.8,4,3,"Burnham, Jacob",831497,Left,BOC_EAG,"Garcia, Esteban",822341,Left,BOC_EAG,Undefined,3,Bottom,0,1,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,84.22029,0.230002,3.576791,2070.507661,140.632302,10:45,5.85768,-2.01975,6.10522,-28.54061,10.75123,-7.76953,3.69241,0.64475,76.72712,-5.119042,2.180671,0.451152,,,,,,,,,,,,5.02548,5.86981,1.74856,50,5.86048,-7.3288,-122.126,-0.37486,7.56308,24.84323,-23.3403,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,33b09c80-f260-11f0-99a1-27b08f981295,83.54717,,,7.49317,,,,,,,,,
